Numéro,titre,type,Date,statut,VISA
942,2020-851/852,Habilitation à prolonger la durée des détentions provisoires dans un contexte d'urgence sanitaire,03 juillet 2020,Conformité,la loi n° 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19
943,2020-851/852,Habilitation à prolonger la durée des détentions provisoires dans un contexte d'urgence sanitaire,03 juillet 2020,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
944,2020-846/847/848,Violations réitérées du confinement,26 juin 2020,Conformité,la Constitution
945,2020-846/847/848,Violations réitérées du confinement,26 juin 2020,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
946,2020-846/847/848,Violations réitérées du confinement,26 juin 2020,Conformité,le code de la santé publique
947,2020-846/847/848,Violations réitérées du confinement,26 juin 2020,Conformité,la loi n° 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19
948,2020-846/847/848,Violations réitérées du confinement,26 juin 2020,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
949,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,la Constitution
950,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
951,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,le code pénal
952,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,le code de procédure pénale
953,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,le code de la sécurité intérieure
954,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,l'ordonnance n° 2000-916 du 19 septembre 2000 portant adaptation de la valeur en euros de certains montants exprimés en francs dans les textes législatifs
955,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique
956,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,la loi n° 2014-1353 du 13 novembre 2014 renforçant les dispositions relatives à la lutte contre le terrorisme
957,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,les décisions du Conseil constitutionnel nos 2016-611 QPC du 10 février 2017 et 2017-682 QPC du 15 décembre 2017
958,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,la décision du Conseil constitutionnel n° 2018-706 QPC du 18 mai 2018
960,2020-845,Recel d'apologie du terrorisme,19 juin 2020,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
961,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,la Constitution
962,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
963,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,la loi organique n° 2020-365 du 30 mars 2020 d'urgence pour faire face à l'épidémie de covid-19
964,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,le code de la santé publique
965,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,la loi n° 2016-41 du 26 janvier 2016 de modernisation de notre système de santé
966,2020-844,Contrôle des mesures d'isolement ou de contention dans le cadre des soins psychiatriques sans consentement,19 juin 2020,Non conformité totale - effet différé,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
967,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,la Constitution
968,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
969,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,le code électoral
970,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,la loi n° 82-974 du 19 novembre 1982 modifiant le code électoral et le code des communes relative à l'élection des conseillers municipaux et aux conditions d'inscription des français établis hors de France sur les listes électorales
972,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,les décisions du Conseil constitutionnel nos 82-146 DC du 18 novembre 1982 et 2013-667 DC du 16 mai 2013
973,2020-850,Attribution des sièges au premier tour des élections municipales dans les communes de 1 000 habitants et plus,17 juin 2020,Non lieu à statuer,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
974,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,la Constitution
975,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
976,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,le code électoral
977,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,le code de la santé publique
978,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,la loi n° 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19
982,2020-849,Modification du calendrier des élections municipales,17 juin 2020,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
983,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,la Constitution
984,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
985,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,le code de l'énergie
986,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,le code de l'environnement
988,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,la loi n° 2012-1460 du 27 décembre 2012 relative à la mise en œuvre du principe de participation du public défini à l'article 7 de la Charte de l'environnement
989,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,l'ordonnance n° 2013-714 du 5 août 2013 relative à la mise en œuvre du principe de participation du public défini à l'article 7 de la Charte de l'environnement
990,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,la décision du Conseil d'État n° 412493 du 25 février 2019
991,2020-843,Autorisation d'exploiter une installation de production d'électricité,28 mai 2020,Non conformité de date à date,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
992,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,la Constitution
993,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
994,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,le code civil
995,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,le code général des impôts
996,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,le décret n° 2015-608 du 3 juin 2015 portant incorporation au code général des impôts de divers textes modifiant et complétant certaines dispositions de ce code
997,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,le décret n° 2016-775 du 10 juin 2016 portant incorporation au code général des impôts de divers textes modifiant et complétant certaines dispositions de ce code
998,2020-842,Conditions de déduction de la contribution aux charges du mariage,28 mai 2020,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
999,2020-841,Droit de communication à la Hadopi,20 mai 2020,Non conformité partielle - effet différé,la Constitution
1000,2020-841,Droit de communication à la Hadopi,20 mai 2020,Non conformité partielle - effet différé,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
